144.135354166,"97.56 bpm"
144.750375000,"97.56 bpm"
145.365395833,"99.43 bpm"
145.968812500,"97.56 bpm"
146.583833333,"97.56 bpm"
147.198854166,"99.43 bpm"
147.802270833,"97.56 bpm"
148.417291666,"97.56 bpm"
149.032312500,"99.43 bpm"
149.635729166,"97.56 bpm"
150.250750000,"99.43 bpm"
150.854166666,"97.56 bpm"
151.469187500,"97.56 bpm"
152.084208333,"99.43 bpm"
152.687625000,"99.43 bpm"
153.291041666,"97.56 bpm"
153.906062500,"97.56 bpm"
154.521083333,"97.56 bpm"
155.136104166,"99.43 bpm"
155.739520833,"97.56 bpm"
156.354541666,"97.56 bpm"
156.969562500,"99.43 bpm"
157.572979166,"97.56 bpm"
158.188000000,"99.43 bpm"
158.791416666,"97.56 bpm"
159.406437500,"97.56 bpm"
160.021458333,"99.43 bpm"
160.624875000,"97.56 bpm"
161.239895833,"97.56 bpm"
161.854916666,"99.43 bpm"
162.458333333,"97.56 bpm"
163.073354166,"97.56 bpm"
163.688375000,"99.43 bpm"
164.291791666,"97.56 bpm"
164.906812500,"97.56 bpm"
165.521833333,"99.43 bpm"
166.125250000,"99.43 bpm"
166.728666666,"97.56 bpm"
167.343687500,"97.56 bpm"
167.958708333,"99.43 bpm"
168.562125000,"97.56 bpm"
169.177145833,"97.56 bpm"
169.792166666,"99.43 bpm"
170.395583333,"97.56 bpm"
171.010604166,"97.56 bpm"
171.625625000,"99.43 bpm"
172.229041666,"97.56 bpm"
172.844062500,"95.75 bpm"
173.470687500,"101.38 bpm"
174.062500000,"97.56 bpm"
174.677520833,"97.56 bpm"
175.292541666,"99.43 bpm"
175.895958333,"97.56 bpm"
176.510979166,"99.43 bpm"
177.114395833,"97.56 bpm"
177.729416666,"97.56 bpm"
178.344437500,"99.43 bpm"
178.947854166,"97.56 bpm"
179.562875000,"97.56 bpm"
180.177895833,"99.43 bpm"
180.781312500,"99.43 bpm"
181.384729166,"97.56 bpm"
181.999750000,"97.56 bpm"
182.614770833,"99.43 bpm"
183.218187500,"97.56 bpm"
183.833208333,"97.56 bpm"
184.448229166,"99.43 bpm"
185.051645833,"97.56 bpm"
185.666666666,"97.56 bpm"
186.281687500,"99.43 bpm"
186.885104166,"97.56 bpm"
187.500125000,"95.75 bpm"
188.126750000,"101.38 bpm"
188.718562500,"97.56 bpm"
189.333583333,"99.43 bpm"
189.937000000,"97.56 bpm"
190.552020833,"97.56 bpm"
191.167041666,"99.43 bpm"
191.770458333,"97.56 bpm"
192.385479166,"97.56 bpm"
193.000500000,"99.43 bpm"
193.603916666,"97.56 bpm"
194.218937500,"97.56 bpm"
194.833958333,"99.43 bpm"
195.437375000,"99.43 bpm"
196.040791666,"97.56 bpm"
196.655812500,"97.56 bpm"
197.270833333,"99.43 bpm"
197.874250000,"97.56 bpm"
198.489270833,"97.56 bpm"
199.104291666,"99.43 bpm"
199.707708333,"97.56 bpm"
200.322729166,"97.56 bpm"
200.937750000,"99.43 bpm"
201.541166666,"97.56 bpm"
202.156187500,"97.56 bpm"
202.771208333,"99.43 bpm"
203.374625000,"95.75 bpm"
204.001250000,"101.38 bpm"
204.593062500,"97.56 bpm"
205.208083333,"97.56 bpm"
205.823104166,"99.43 bpm"
206.426520833,"97.56 bpm"
207.041541666,"97.56 bpm"
207.656562500,"97.56 bpm"
208.271583333,"99.43 bpm"
208.875000000,"97.56 bpm"
209.490020833,"99.43 bpm"
210.093437500,"97.56 bpm"
210.708458333,"99.43 bpm"
211.311875000,"97.56 bpm"
211.926895833,"97.56 bpm"
212.541916666,"99.43 bpm"
213.145333333,"97.56 bpm"
213.760354166,"99.43 bpm"
214.363770833,"97.56 bpm"
214.978791666,"97.56 bpm"
215.593812500,"99.43 bpm"
216.197229166,"97.56 bpm"
216.812250000,"99.43 bpm"
217.415666666,"97.56 bpm"
218.030687500,"97.56 bpm"
218.645708333,"99.43 bpm"
219.249125000,"97.56 bpm"
219.864145833,"97.56 bpm"
220.479166666,"97.56 bpm"
221.094187500,"99.43 bpm"
221.697604166,"97.56 bpm"
222.312625000,"97.56 bpm"
222.927645833,"99.43 bpm"
223.531062500,"97.56 bpm"
224.146083333,"99.43 bpm"
224.749500000,"97.56 bpm"
225.364520833,"99.43 bpm"
225.967937500,"97.56 bpm"
226.582958333,"97.56 bpm"
227.197979166,"99.43 bpm"
227.801395833,"97.56 bpm"
228.416416666,"99.43 bpm"
229.019833333,"97.56 bpm"
229.634854166,"97.56 bpm"
230.249875000,"99.43 bpm"
230.853291666,"97.56 bpm"
231.468312500,"97.56 bpm"
232.083333333,"99.43 bpm"
232.686750000,"97.56 bpm"
233.301770833,"97.56 bpm"
233.916791666,"99.43 bpm"
234.520208333,"95.75 bpm"
235.146833333,"99.43 bpm"
235.750250000,"99.43 bpm"
236.353666666,"99.43 bpm"
236.957083333,"97.56 bpm"
237.572104166,"97.56 bpm"
238.187125000,"97.56 bpm"
238.802145833,"95.75 bpm"
239.428770833,"101.38 bpm"
240.020583333,"97.56 bpm"
240.635604166,"99.43 bpm"
241.239020833,"97.56 bpm"
241.854041666,"99.43 bpm"
242.457458333,"97.56 bpm"
243.072479166,"97.56 bpm"
243.687500000,"97.56 bpm"
244.302520833,"99.43 bpm"
244.905937500,"97.56 bpm"
245.520958333,"99.43 bpm"
246.124375000,"95.75 bpm"
246.751000000,"101.38 bpm"
247.342812500,"97.56 bpm"
247.957833333,"97.56 bpm"
248.572854166,"99.43 bpm"
249.176270833,"97.56 bpm"
249.791291666,"97.56 bpm"
250.406312500,"99.43 bpm"
251.009729166,"97.56 bpm"
251.624750000,"99.43 bpm"
252.228166666,"132.58 bpm"
252.680729166,"129.26 bpm"
253.144895833,"126.11 bpm"
253.620666666,"129.26 bpm"
254.084833333,"132.58 bpm"
254.537395833,"132.58 bpm"
254.989958333,"132.58 bpm"
255.442520833,"132.58 bpm"
255.895083333,"132.58 bpm"
256.347645833,"129.26 bpm"
256.811812500,"132.58 bpm"
257.264375000,"129.26 bpm"
257.728541666,"126.11 bpm"
258.204312500,"129.26 bpm"
258.668479166,"129.26 bpm"
259.132645833,"129.26 bpm"
259.596812500,"129.26 bpm"
260.060979166,"129.26 bpm"
260.525145833,"129.26 bpm"
260.989312500,"132.58 bpm"
261.441875000,"132.58 bpm"
261.894437500,"132.58 bpm"
262.347000000,"132.58 bpm"
262.799562500,"132.58 bpm"
263.252125000,"132.58 bpm"
263.704687500,"132.58 bpm"
264.157250000,"132.58 bpm"
264.609812500,"132.58 bpm"
265.062375000,"132.58 bpm"
265.514937500,"132.58 bpm"
265.967500000,"132.58 bpm"
266.420062500,"132.58 bpm"
266.872625000,"132.58 bpm"
267.325187500,"132.58 bpm"
267.777750000,"132.58 bpm"
268.230312500,"132.58 bpm"
268.682875000,"132.58 bpm"
269.135437500,"132.58 bpm"
269.588000000
